"Date","Price","Open","High","Low","Vol.","Change %"
"01/03/2010","1,683.14","1,683.14","1,683.14","1,683.14","","3.23%"
"12/31/2009","1,630.52","1,630.52","1,630.52","1,630.52","","0.65%"
"12/30/2009","1,619.99","1,619.99","1,619.99","1,619.99","","-0.97%"
"12/29/2009","1,635.93","1,635.93","1,635.93","1,635.93","","1.44%"
"12/28/2009","1,612.66","1,612.66","1,612.66","1,612.66","","-2.02%"
"12/27/2009","1,645.90","1,645.90","1,645.90","1,645.90","","-1.28%"
"12/24/2009","1,667.21","1,667.21","1,667.21","1,667.21","","0.33%"
"12/23/2009","1,661.73","1,661.73","1,661.73","1,661.73","","-0.75%"
"12/22/2009","1,674.22","1,674.22","1,674.22","1,674.22","","-0.97%"
"12/21/2009","1,690.57","1,690.57","1,690.57","1,690.57","","-1.74%"
"12/20/2009","1,720.47","1,720.47","1,720.47","1,720.47","","0.19%"
"12/17/2009","1,717.22","1,717.22","1,717.22","1,717.22","","-0.60%"
"12/16/2009","1,727.59","1,727.59","1,727.59","1,727.59","","0.33%"
"12/15/2009","1,721.92","1,721.92","1,721.92","1,721.92","","-0.31%"
"12/14/2009","1,727.26","1,727.26","1,727.26","1,727.26","","1.33%"
"12/13/2009","1,704.60","1,704.60","1,704.60","1,704.60","","4.13%"
"12/10/2009","1,636.98","1,636.98","1,636.98","1,636.98","","0.18%"
"12/09/2009","1,633.99","1,633.99","1,633.99","1,633.99","","-4.39%"
"12/08/2009","1,709.08","1,709.08","1,709.08","1,709.08","","-0.77%"
"12/07/2009","1,722.32","1,722.32","1,722.32","1,722.32","","-1.61%"
"12/06/2009","1,750.44","1,750.44","1,750.44","1,750.44","","-0.55%"
"12/03/2009","1,760.09","1,760.09","1,760.09","1,760.09","","1.52%"
"12/02/2009","1,733.71","1,733.71","1,733.71","1,733.71","","1.70%"
"12/01/2009","1,704.72","1,704.72","1,704.72","1,704.72","","1.40%"
"11/30/2009","1,681.17","1,681.17","1,681.17","1,681.17","","-6.87%"
"11/25/2009","1,805.24","1,805.24","1,805.24","1,805.24","","-0.26%"
"11/24/2009","1,810.00","1,810.00","1,810.00","1,810.00","","-0.19%"
"11/23/2009","1,813.43","1,813.43","1,813.43","1,813.43","","-0.42%"
"11/22/2009","1,821.11","1,821.11","1,821.11","1,821.11","","0.31%"
"11/19/2009","1,815.56","1,815.56","1,815.56","1,815.56","","0.13%"
"11/18/2009","1,813.24","1,813.24","1,813.24","1,813.24","","-1.63%"
"11/17/2009","1,843.34","1,843.34","1,843.34","1,843.34","","-2.94%"
"11/16/2009","1,899.19","1,899.19","1,899.19","1,899.19","","-1.34%"
"11/15/2009","1,924.95","1,924.95","1,924.95","1,924.95","","-0.85%"
"11/12/2009","1,941.39","1,941.39","1,941.39","1,941.39","","-1.75%"
"11/11/2009","1,975.90","1,975.90","1,975.90","1,975.90","","0.00%"
"11/10/2009","1,975.82","1,975.82","1,975.82","1,975.82","","2.86%"
"11/09/2009","1,920.82","1,920.82","1,920.82","1,920.82","","1.07%"
"11/08/2009","1,900.45","1,900.45","1,900.45","1,900.45","","3.15%"
"11/05/2009","1,842.35","1,842.35","1,842.35","1,842.35","","-2.04%"
"11/04/2009","1,880.72","1,880.72","1,880.72","1,880.72","","0.75%"
"11/03/2009","1,866.80","1,866.80","1,866.80","1,866.80","","-6.30%"
"11/02/2009","1,992.30","1,992.30","1,992.30","1,992.30","","0.13%"
"11/01/2009","1,989.63","1,989.63","1,989.63","1,989.63","","-2.67%"
"10/29/2009","2,044.13","2,044.13","2,044.13","2,044.13","","-3.14%"
"10/28/2009","2,110.31","2,110.31","2,110.31","2,110.31","","-2.44%"
"10/27/2009","2,163.12","2,163.12","2,163.12","2,163.12","","-1.86%"
"10/26/2009","2,204.17","2,204.17","2,204.17","2,204.17","","-0.74%"
"10/25/2009","2,220.68","2,220.68","2,220.68","2,220.68","","0.06%"
"10/22/2009","2,219.32","2,219.32","2,219.32","2,219.32","","-0.08%"
"10/21/2009","2,221.19","2,221.19","2,221.19","2,221.19","","-0.98%"
"10/20/2009","2,243.28","2,243.28","2,243.28","2,243.28","","-0.10%"
"10/19/2009","2,245.58","2,245.58","2,245.58","2,245.58","","1.65%"
"10/18/2009","2,209.08","2,209.08","2,209.08","2,209.08","","-0.86%"
"10/15/2009","2,228.30","2,228.30","2,228.30","2,228.30","","0.36%"
"10/14/2009","2,220.38","2,220.38","2,220.38","2,220.38","","2.07%"
"10/13/2009","2,175.28","2,175.28","2,175.28","2,175.28","","-2.90%"
"10/12/2009","2,240.36","2,240.36","2,240.36","2,240.36","","-1.19%"
"10/11/2009","2,267.37","2,267.37","2,267.37","2,267.37","","0.97%"
"10/08/2009","2,245.49","2,245.49","2,245.49","2,245.49","","-2.22%"
"10/07/2009","2,296.49","2,296.49","2,296.49","2,296.49","","-1.04%"
"10/05/2009","2,320.55","2,320.55","2,320.55","2,320.55","","-2.15%"
"10/04/2009","2,371.56","2,371.56","2,371.56","2,371.56","","-0.26%"
"10/01/2009","2,377.85","2,377.85","2,377.85","2,377.85","","1.68%"
"09/30/2009","2,338.66","2,338.66","2,338.66","2,338.66","","-0.05%"
"09/29/2009","2,339.74","2,339.74","2,339.74","2,339.74","","1.79%"
"09/28/2009","2,298.56","2,298.56","2,298.56","2,298.56","","0.51%"
"09/27/2009","2,286.80","2,286.80","2,286.80","2,286.80","","2.10%"
"09/24/2009","2,239.73","2,239.73","2,239.73","2,239.73","","0.76%"
"09/23/2009","2,222.73","2,222.73","2,222.73","2,222.73","","0.24%"
"09/22/2009","2,217.41","2,217.41","2,217.41","2,217.41","","1.44%"
"09/17/2009","2,185.89","2,185.89","2,185.89","2,185.89","","0.69%"
"09/16/2009","2,170.82","2,170.82","2,170.82","2,170.82","","0.91%"
"09/15/2009","2,151.15","2,151.15","2,151.15","2,151.15","","1.50%"
"09/14/2009","2,119.44","2,119.44","2,119.44","2,119.44","","-0.41%"
"09/13/2009","2,128.21","2,128.21","2,128.21","2,128.21","","1.28%"
"09/10/2009","2,101.37","2,101.37","2,101.37","2,101.37","","0.48%"
"09/09/2009","2,091.35","2,091.35","2,091.35","2,091.35","","-0.04%"
"09/08/2009","2,092.22","2,092.22","2,092.22","2,092.22","","-0.20%"
"09/07/2009","2,096.48","2,096.48","2,096.48","2,096.48","","-0.08%"
"09/06/2009","2,098.22","2,098.22","2,098.22","2,098.22","","2.02%"
"09/03/2009","2,056.61","2,056.61","2,056.61","2,056.61","","2.05%"
"09/02/2009","2,015.33","2,015.33","2,015.33","2,015.33","","0.10%"
"09/01/2009","2,013.31","2,013.31","2,013.31","2,013.31","","-1.66%"
"08/31/2009","2,047.39","2,047.39","2,047.39","2,047.39","","-0.80%"
"08/30/2009","2,063.93","2,063.93","2,063.93","2,063.93","","1.22%"
"08/27/2009","2,038.96","2,038.96","2,038.96","2,038.96","","-0.98%"
"08/26/2009","2,059.24","2,059.24","2,059.24","2,059.24","","0.58%"
"08/25/2009","2,047.28","2,047.28","2,047.28","2,047.28","","0.55%"
"08/24/2009","2,036.06","2,036.06","2,036.06","2,036.06","","0.04%"
"08/23/2009","2,035.24","2,035.24","2,035.24","2,035.24","","2.71%"
"08/20/2009","1,981.56","1,981.56","1,981.56","1,981.56","","2.12%"
"08/19/2009","1,940.45","1,940.45","1,940.45","1,940.45","","-0.92%"
"08/18/2009","1,958.51","1,958.51","1,958.51","1,958.51","","0.52%"
"08/17/2009","1,948.31","1,948.31","1,948.31","1,948.31","","-3.77%"
"08/16/2009","2,024.70","2,024.70","2,024.70","2,024.70","","1.24%"
"08/13/2009","1,999.89","1,999.89","1,999.89","1,999.89","","3.58%"
"08/12/2009","1,930.86","1,930.86","1,930.86","1,930.86","","-0.06%"
"08/11/2009","1,932.04","1,932.04","1,932.04","1,932.04","","-0.19%"
"08/10/2009","1,935.71","1,935.71","1,935.71","1,935.71","","-0.54%"
"08/09/2009","1,946.25","1,946.25","1,946.25","1,946.25","","1.86%"
"08/06/2009","1,910.72","1,910.72","1,910.72","1,910.72","","0.89%"
"08/05/2009","1,893.83","1,893.83","1,893.83","1,893.83","","0.66%"
"08/04/2009","1,881.35","1,881.35","1,881.35","1,881.35","","-0.69%"
"08/03/2009","1,894.37","1,894.37","1,894.37","1,894.37","","0.61%"
"08/02/2009","1,882.93","1,882.93","1,882.93","1,882.93","","3.05%"
"07/30/2009","1,827.20","1,827.20","1,827.20","1,827.20","","2.13%"
"07/29/2009","1,789.07","1,789.07","1,789.07","1,789.07","","0.26%"
"07/28/2009","1,784.42","1,784.42","1,784.42","1,784.42","","0.20%"
"07/27/2009","1,780.79","1,780.79","1,780.79","1,780.79","","1.25%"
"07/26/2009","1,758.88","1,758.88","1,758.88","1,758.88","","3.44%"
"07/22/2009","1,700.33","1,700.33","1,700.33","1,700.33","","-0.12%"
"07/21/2009","1,702.32","1,702.32","1,702.32","1,702.32","","0.59%"
"07/20/2009","1,692.38","1,692.38","1,692.38","1,692.38","","0.82%"
"07/19/2009","1,678.61","1,678.61","1,678.61","1,678.61","","1.83%"
"07/16/2009","1,648.50","1,648.50","1,648.50","1,648.50","","3.26%"
"07/15/2009","1,596.46","1,596.46","1,596.46","1,596.46","","0.92%"
"07/14/2009","1,581.94","1,581.94","1,581.94","1,581.94","","2.93%"
"07/13/2009","1,536.97","1,536.97","1,536.97","1,536.97","","-1.29%"
"07/12/2009","1,557.03","1,557.03","1,557.03","1,557.03","","-2.11%"
"07/09/2009","1,590.65","1,590.65","1,590.65","1,590.65","","-0.97%"
"07/08/2009","1,606.25","1,606.25","1,606.25","1,606.25","","-3.30%"
"07/07/2009","1,660.99","1,660.99","1,660.99","1,660.99","","1.79%"
"07/06/2009","1,631.76","1,631.76","1,631.76","1,631.76","","-2.31%"
"07/05/2009","1,670.40","1,670.40","1,670.40","1,670.40","","-0.82%"
"07/02/2009","1,684.18","1,684.18","1,684.18","1,684.18","","3.41%"
"06/30/2009","1,628.64","1,628.64","1,628.64","1,628.64","","2.33%"
"06/29/2009","1,591.48","1,591.48","1,591.48","1,591.48","","1.60%"
"06/28/2009","1,566.37","1,566.37","1,566.37","1,566.37","","0.59%"
"06/25/2009","1,557.11","1,557.11","1,557.11","1,557.11","","-3.89%"
"06/24/2009","1,620.20","1,620.20","1,620.20","1,620.20","","-1.80%"
"06/23/2009","1,649.98","1,649.98","1,649.98","1,649.98","","-4.99%"
"06/22/2009","1,736.64","1,736.64","1,736.64","1,736.64","","-4.59%"
"06/21/2009","1,820.20","1,820.20","1,820.20","1,820.20","","0.36%"
"06/18/2009","1,813.66","1,813.66","1,813.66","1,813.66","","-1.13%"
"06/17/2009","1,834.42","1,834.42","1,834.42","1,834.42","","-0.36%"
"06/16/2009","1,841.08","1,841.08","1,841.08","1,841.08","","1.47%"
"06/15/2009","1,814.35","1,814.35","1,814.35","1,814.35","","1.67%"
"06/14/2009","1,784.48","1,784.48","1,784.48","1,784.48","","1.50%"
"06/11/2009","1,758.19","1,758.19","1,758.19","1,758.19","","0.31%"
"06/10/2009","1,752.71","1,752.71","1,752.71","1,752.71","","2.56%"
"06/09/2009","1,709.02","1,709.02","1,709.02","1,709.02","","-1.31%"
"06/08/2009","1,731.70","1,731.70","1,731.70","1,731.70","","-1.46%"
"06/07/2009","1,757.39","1,757.39","1,757.39","1,757.39","","0.28%"
"06/04/2009","1,752.55","1,752.55","1,752.55","1,752.55","","2.06%"
"06/03/2009","1,717.17","1,717.17","1,717.17","1,717.17","","-0.22%"
"06/02/2009","1,720.97","1,720.97","1,720.97","1,720.97","","1.57%"
"06/01/2009","1,694.45","1,694.45","1,694.45","1,694.45","","3.32%"
"05/31/2009","1,639.93","1,639.93","1,639.93","1,639.93","","4.57%"
"05/28/2009","1,568.19","1,568.19","1,568.19","1,568.19","","-2.81%"
"05/27/2009","1,613.45","1,613.45","1,613.45","1,613.45","","-0.92%"
"05/26/2009","1,628.38","1,628.38","1,628.38","1,628.38","","1.62%"
"05/25/2009","1,602.45","1,602.45","1,602.45","1,602.45","","1.26%"
"05/24/2009","1,582.58","1,582.58","1,582.58","1,582.58","","0.44%"
"05/21/2009","1,575.60","1,575.60","1,575.60","1,575.60","","-5.85%"
"05/20/2009","1,673.53","1,673.53","1,673.53","1,673.53","","-2.13%"
"05/19/2009","1,709.89","1,709.89","1,709.89","1,709.89","","2.46%"
"05/18/2009","1,668.87","1,668.87","1,668.87","1,668.87","","1.95%"
"05/17/2009","1,636.99","1,636.99","1,636.99","1,636.99","","0.17%"
"05/14/2009","1,634.16","1,634.16","1,634.16","1,634.16","","-5.01%"
"05/13/2009","1,720.33","1,720.33","1,720.33","1,720.33","","-2.53%"
"05/12/2009","1,764.97","1,764.97","1,764.97","1,764.97","","1.83%"
"05/11/2009","1,733.21","1,733.21","1,733.21","1,733.21","","0.13%"
"05/10/2009","1,731.01","1,731.01","1,731.01","1,731.01","","3.43%"
"05/07/2009","1,673.61","1,673.61","1,673.61","1,673.61","","1.79%"
"05/06/2009","1,644.20","1,644.20","1,644.20","1,644.20","","1.20%"
"05/05/2009","1,624.75","1,624.75","1,624.75","1,624.75","","2.04%"
"05/04/2009","1,592.19","1,592.19","1,592.19","1,592.19","","0.76%"
"05/03/2009","1,580.19","1,580.19","1,580.19","1,580.19","","0.20%"
"04/30/2009","1,576.97","1,576.97","1,576.97","1,576.97","","1.24%"
"04/29/2009","1,557.70","1,557.70","1,557.70","1,557.70","","2.58%"
"04/28/2009","1,518.58","1,518.58","1,518.58","1,518.58","","-1.87%"
"04/27/2009","1,547.59","1,547.59","1,547.59","1,547.59","","-0.61%"
"04/26/2009","1,557.14","1,557.14","1,557.14","1,557.14","","3.10%"
"04/23/2009","1,510.35","1,510.35","1,510.35","1,510.35","","-0.37%"
"04/22/2009","1,515.95","1,515.95","1,515.95","1,515.95","","1.18%"
"04/21/2009","1,498.34","1,498.34","1,498.34","1,498.34","","-0.51%"
"04/16/2009","1,506.04","1,506.04","1,506.04","1,506.04","","2.27%"
"04/15/2009","1,472.62","1,472.62","1,472.62","1,472.62","","-2.47%"
"04/14/2009","1,509.94","1,509.94","1,509.94","1,509.94","","0.78%"
"04/13/2009","1,498.20","1,498.20","1,498.20","1,498.20","","-2.02%"
"04/12/2009","1,529.09","1,529.09","1,529.09","1,529.09","","3.78%"
"04/09/2009","1,473.45","1,473.45","1,473.45","1,473.45","","2.11%"
"04/08/2009","1,442.95","1,442.95","1,442.95","1,442.95","","-1.54%"
"04/07/2009","1,465.59","1,465.59","1,465.59","1,465.59","","0.21%"
"04/06/2009","1,462.58","1,462.58","1,462.58","1,462.58","","0.83%"
"04/05/2009","1,450.47","1,450.47","1,450.47","1,450.47","","6.34%"
"04/02/2009","1,364.01","1,364.01","1,364.01","1,364.01","","3.51%"
"04/01/2009","1,317.70","1,317.70","1,317.70","1,317.70","","2.50%"
"03/31/2009","1,285.62","1,285.62","1,285.62","1,285.62","","-2.62%"
"03/30/2009","1,320.20","1,320.20","1,320.20","1,320.20","","-1.25%"
"03/29/2009","1,336.92","1,336.92","1,336.92","1,336.92","","4.54%"
"03/26/2009","1,278.81","1,278.81","1,278.81","1,278.81","","3.90%"
"03/25/2009","1,230.79","1,230.79","1,230.79","1,230.79","","1.67%"
"03/24/2009","1,210.55","1,210.55","1,210.55","1,210.55","","1.86%"
"03/23/2009","1,188.40","1,188.40","1,188.40","1,188.40","","3.78%"
"03/22/2009","1,145.13","1,145.13","1,145.13","1,145.13","","2.47%"
"03/19/2009","1,117.58","1,117.58","1,117.58","1,117.58","","0.58%"
"03/18/2009","1,111.09","1,111.09","1,111.09","1,111.09","","1.41%"
"03/17/2009","1,095.62","1,095.62","1,095.62","1,095.62","","1.37%"
"03/16/2009","1,080.84","1,080.84","1,080.84","1,080.84","","-0.28%"
"03/15/2009","1,083.90","1,083.90","1,083.90","1,083.90","","3.56%"
"03/12/2009","1,046.61","1,046.61","1,046.61","1,046.61","","0.28%"
"03/11/2009","1,043.68","1,043.68","1,043.68","1,043.68","","1.13%"
"03/10/2009","1,032.04","1,032.04","1,032.04","1,032.04","","0.83%"
"03/08/2009","1,023.56","1,023.56","1,023.56","1,023.56","","0.04%"
"03/05/2009","1,023.16","1,023.16","1,023.16","1,023.16","","0.15%"
"03/04/2009","1,021.60","1,021.60","1,021.60","1,021.60","","2.50%"
"03/03/2009","996.64","996.64","996.64","996.64","","-0.50%"
"03/02/2009","1,001.64","1,001.64","1,001.64","1,001.64","","-1.41%"
"03/01/2009","1,015.93","1,015.93","1,015.93","1,015.93","","2.66%"
"02/26/2009","989.63","989.63","989.63","989.63","","0.88%"
"02/25/2009","980.98","980.98","980.98","980.98","","2.26%"
"02/24/2009","959.30","959.30","959.30","959.30","","-2.21%"
"02/23/2009","980.96","980.96","980.96","980.96","","1.19%"
"02/22/2009","969.47","969.47","969.47","969.47","","-1.74%"
"02/19/2009","986.62","986.62","986.62","986.62","","1.85%"
"02/18/2009","968.70","968.70","968.70","968.70","","-2.32%"
"02/17/2009","991.72","991.72","991.72","991.72","","-2.72%"
"02/16/2009","1,019.40","1,019.40","1,019.40","1,019.40","","0.71%"
"02/15/2009","1,012.22","1,012.22","1,012.22","1,012.22","","2.71%"
"02/12/2009","985.53","985.53","985.53","985.53","","0.68%"
"02/11/2009","978.83","978.83","978.83","978.83","","-0.90%"
"02/10/2009","987.74","987.74","987.74","987.74","","2.73%"
"02/09/2009","961.47","961.47","961.47","961.47","","-2.46%"
"02/08/2009","985.75","985.75","985.75","985.75","","1.78%"
"02/05/2009","968.55","968.55","968.55","968.55","","-6.65%"
"02/04/2009","1,037.57","1,037.57","1,037.57","1,037.57","","-0.02%"
"02/03/2009","1,037.80","1,037.80","1,037.80","1,037.80","","-0.07%"
"02/02/2009","1,038.57","1,038.57","1,038.57","1,038.57","","-5.90%"
"02/01/2009","1,103.63","1,103.63","1,103.63","1,103.63","","-3.92%"
"01/29/2009","1,148.60","1,148.60","1,148.60","1,148.60","","0.06%"
"01/28/2009","1,147.88","1,147.88","1,147.88","1,147.88","","0.71%"
"01/27/2009","1,139.75","1,139.75","1,139.75","1,139.75","","4.60%"
"01/26/2009","1,089.59","1,089.59","1,089.59","1,089.59","","-0.71%"
"01/25/2009","1,097.42","1,097.42","1,097.42","1,097.42","","-2.90%"
"01/22/2009","1,130.18","1,130.18","1,130.18","1,130.18","","0.13%"
"01/21/2009","1,128.68","1,128.68","1,128.68","1,128.68","","-5.63%"
"01/20/2009","1,196.07","1,196.07","1,196.07","1,196.07","","-3.32%"
"01/19/2009","1,237.18","1,237.18","1,237.18","1,237.18","","-0.99%"
"01/18/2009","1,249.50","1,249.50","1,249.50","1,249.50","","1.86%"
"01/15/2009","1,226.71","1,226.71","1,226.71","1,226.71","","-2.61%"
"01/14/2009","1,259.57","1,259.57","1,259.57","1,259.57","","-1.81%"
"01/13/2009","1,282.84","1,282.84","1,282.84","1,282.84","","-2.21%"
"01/12/2009","1,311.83","1,311.83","1,311.83","1,311.83","","0.21%"
"01/11/2009","1,309.12","1,309.12","1,309.12","1,309.12","","3.36%"
"01/08/2009","1,266.53","1,266.53","1,266.53","1,266.53","","2.11%"
"01/06/2009","1,240.35","1,240.35","1,240.35","1,240.35","","1.51%"
"01/05/2009","1,221.95","1,221.95","1,221.95","1,221.95","","1.87%"
"01/04/2009","1,199.53","1,199.53","1,199.53","1,199.53","","3.21%"
"12/31/2008","1,162.19","1,162.19","1,162.19","1,162.19","","-0.14%"
"12/30/2008","1,163.78","1,163.78","1,163.78","1,163.78","","1.25%"
"12/28/2008","1,149.36","1,149.36","1,149.36","1,149.36","","-0.49%"
"12/25/2008","1,155.06","1,155.06","1,155.06","1,155.06","","0.87%"
"12/24/2008","1,145.10","1,145.10","1,145.10","1,145.10","","0.91%"
"12/23/2008","1,134.78","1,134.78","1,134.78","1,134.78","","-0.75%"
"12/22/2008","1,143.40","1,143.40","1,143.40","1,143.40","","0.35%"
"12/21/2008","1,139.42","1,139.42","1,139.42","1,139.42","","-1.58%"
"12/18/2008","1,157.76","1,157.76","1,157.76","1,157.76","","-0.16%"
"12/17/2008","1,159.65","1,159.65","1,159.65","1,159.65","","0.50%"
"12/16/2008","1,153.93","1,153.93","1,153.93","1,153.93","","-0.02%"
"12/15/2008","1,154.18","1,154.18","1,154.18","1,154.18","","0.70%"
"12/14/2008","1,146.21","1,146.21","1,146.21","1,146.21","","-1.06%"
"12/11/2008","1,158.54","1,158.54","1,158.54","1,158.54","","1.27%"
"12/10/2008","1,143.97","1,143.97","1,143.97","1,143.97","","1.88%"
"12/04/2008","1,122.83","1,122.83","1,122.83","1,122.83","","2.26%"
"12/03/2008","1,098.02","1,098.02","1,098.02","1,098.02","","0.57%"
"12/02/2008","1,091.75","1,091.75","1,091.75","1,091.75","","-1.32%"
"12/01/2008","1,106.34","1,106.34","1,106.34","1,106.34","","-4.77%"
"11/30/2008","1,161.72","1,161.72","1,161.72","1,161.72","","1.86%"
"11/27/2008","1,140.52","1,140.52","1,140.52","1,140.52","","2.23%"
"11/26/2008","1,115.68","1,115.68","1,115.68","1,115.68","","2.07%"
"11/25/2008","1,093.02","1,093.02","1,093.02","1,093.02","","3.65%"
"11/24/2008","1,054.51","1,054.51","1,054.51","1,054.51","","-5.74%"
"11/23/2008","1,118.74","1,118.74","1,118.74","1,118.74","","1.23%"
"11/20/2008","1,105.17","1,105.17","1,105.17","1,105.17","","-2.46%"
"11/19/2008","1,133.06","1,133.06","1,133.06","1,133.06","","-1.14%"
"11/18/2008","1,146.15","1,146.15","1,146.15","1,146.15","","-8.00%"
"11/17/2008","1,245.78","1,245.78","1,245.78","1,245.78","","-4.13%"
"11/16/2008","1,299.42","1,299.42","1,299.42","1,299.42","","0.81%"
"11/13/2008","1,288.93","1,288.93","1,288.93","1,288.93","","-0.47%"
"11/12/2008","1,294.97","1,294.97","1,294.97","1,294.97","","-5.41%"
"11/11/2008","1,369.00","1,369.00","1,369.00","1,369.00","","1.72%"
"11/10/2008","1,345.87","1,345.87","1,345.87","1,345.87","","5.05%"
"11/09/2008","1,281.11","1,281.11","1,281.11","1,281.11","","2.97%"
"11/06/2008","1,244.12","1,244.12","1,244.12","1,244.12","","-0.29%"
"11/05/2008","1,247.70","1,247.70","1,247.70","1,247.70","","0.02%"
"11/04/2008","1,247.40","1,247.40","1,247.40","1,247.40","","2.38%"
"11/03/2008","1,218.40","1,218.40","1,218.40","1,218.40","","5.45%"
"11/02/2008","1,155.43","1,155.43","1,155.43","1,155.43","","8.96%"
"10/30/2008","1,060.45","1,060.45","1,060.45","1,060.45","","-1.19%"
"10/29/2008","1,073.19","1,073.19","1,073.19","1,073.19","","1.52%"
"10/28/2008","1,057.07","1,057.07","1,057.07","1,057.07","","6.63%"
"10/27/2008","991.38","991.38","991.38","991.38","","0.15%"
"10/26/2008","989.93","989.93","989.93","989.93","","-10.30%"
"10/23/2008","1,103.61","1,103.61","1,103.61","1,103.61","","-6.69%"
"10/22/2008","1,182.69","1,182.69","1,182.69","1,182.69","","-8.77%"
"10/21/2008","1,296.33","1,296.33","1,296.33","1,296.33","","-0.91%"
"10/20/2008","1,308.25","1,308.25","1,308.25","1,308.25","","-0.30%"
"10/19/2008","1,312.16","1,312.16","1,312.16","1,312.16","","0.10%"
"10/16/2008","1,310.80","1,310.80","1,310.80","1,310.80","","-2.38%"
"10/15/2008","1,342.72","1,342.72","1,342.72","1,342.72","","-2.16%"
"10/14/2008","1,372.38","1,372.38","1,372.38","1,372.38","","3.26%"
"10/13/2008","1,329.05","1,329.05","1,329.05","1,329.05","","0.71%"
"10/12/2008","1,319.73","1,319.73","1,319.73","1,319.73","","-2.71%"
"10/09/2008","1,356.54","1,356.54","1,356.54","1,356.54","","1.85%"
"10/08/2008","1,331.88","1,331.88","1,331.88","1,331.88","","0.55%"
"10/07/2008","1,324.59","1,324.59","1,324.59","1,324.59","","-16.72%"
"09/29/2008","1,590.57","1,590.57","1,590.57","1,590.57","","0.27%"
"09/28/2008","1,586.32","1,586.32","1,586.32","1,586.32","","1.75%"
"09/25/2008","1,559.09","1,559.09","1,559.09","1,559.09","","-0.89%"
"09/24/2008","1,573.15","1,573.15","1,573.15","1,573.15","","-2.54%"
"09/23/2008","1,614.16","1,614.16","1,614.16","1,614.16","","-2.80%"
"09/22/2008","1,660.68","1,660.68","1,660.68","1,660.68","","-0.84%"
"09/21/2008","1,674.74","1,674.74","1,674.74","1,674.74","","3.86%"
"09/18/2008","1,612.46","1,612.46","1,612.46","1,612.46","","-7.83%"
"09/17/2008","1,749.50","1,749.50","1,749.50","1,749.50","","2.50%"
"09/16/2008","1,706.80","1,706.80","1,706.80","1,706.80","","-5.05%"
"09/15/2008","1,797.64","1,797.64","1,797.64","1,797.64","","-4.87%"
"09/14/2008","1,889.72","1,889.72","1,889.72","1,889.72","","-0.37%"
"09/11/2008","1,896.66","1,896.66","1,896.66","1,896.66","","0.12%"
"09/10/2008","1,894.31","1,894.31","1,894.31","1,894.31","","0.27%"
"09/09/2008","1,889.19","1,889.19","1,889.19","1,889.19","","1.79%"
"09/08/2008","1,855.97","1,855.97","1,855.97","1,855.97","","2.79%"
"09/07/2008","1,805.67","1,805.67","1,805.67","1,805.67","","-0.28%"
"09/04/2008","1,810.78","1,810.78","1,810.78","1,810.78","","0.34%"
"09/03/2008","1,804.61","1,804.61","1,804.61","1,804.61","","2.02%"
"09/02/2008","1,768.93","1,768.93","1,768.93","1,768.93","","-2.42%"
"09/01/2008","1,812.88","1,812.88","1,812.88","1,812.88","","0.71%"
"08/31/2008","1,800.18","1,800.18","1,800.18","1,800.18","","2.83%"
"08/28/2008","1,750.61","1,750.61","1,750.61","1,750.61","","1.77%"
"08/27/2008","1,720.17","1,720.17","1,720.17","1,720.17","","1.95%"
"08/26/2008","1,687.30","1,687.30","1,687.30","1,687.30","","-0.40%"
"08/25/2008","1,694.10","1,694.10","1,694.10","1,694.10","","-0.15%"
"08/24/2008","1,696.72","1,696.72","1,696.72","1,696.72","","0.99%"
"08/21/2008","1,680.07","1,680.07","1,680.07","1,680.07","","0.82%"
"08/20/2008","1,666.47","1,666.47","1,666.47","1,666.47","","-3.19%"
"08/19/2008","1,721.43","1,721.43","1,721.43","1,721.43","","-2.82%"
"08/18/2008","1,771.34","1,771.34","1,771.34","1,771.34","","-1.35%"
"08/17/2008","1,795.52","1,795.52","1,795.52","1,795.52","","2.19%"
"08/14/2008","1,757.11","1,757.11","1,757.11","1,757.11","","2.75%"
"08/13/2008","1,710.09","1,710.09","1,710.09","1,710.09","","-4.33%"
"08/12/2008","1,787.44","1,787.44","1,787.44","1,787.44","","-3.15%"
"08/11/2008","1,845.57","1,845.57","1,845.57","1,845.57","","-3.06%"
"08/10/2008","1,903.84","1,903.84","1,903.84","1,903.84","","-1.88%"
"08/07/2008","1,940.31","1,940.31","1,940.31","1,940.31","","0.60%"
"08/06/2008","1,928.72","1,928.72","1,928.72","1,928.72","","0.93%"
"08/05/2008","1,910.94","1,910.94","1,910.94","1,910.94","","-0.89%"
"08/04/2008","1,928.16","1,928.16","1,928.16","1,928.16","","-3.70%"
"08/03/2008","2,002.16","2,002.16","2,002.16","2,002.16","","-1.50%"
"07/31/2008","2,032.62","2,032.62","2,032.62","2,032.62","","0.30%"
"07/30/2008","2,026.58","2,026.58","2,026.58","2,026.58","","-1.89%"
"07/29/2008","2,065.59","2,065.59","2,065.59","2,065.59","","-4.09%"
"07/28/2008","2,153.65","2,153.65","2,153.65","2,153.65","","0.63%"
"07/27/2008","2,140.25","2,140.25","2,140.25","2,140.25","","2.72%"
"07/24/2008","2,083.62","2,083.62","2,083.62","2,083.62","","2.14%"
"07/22/2008","2,039.90","2,039.90","2,039.90","2,039.90","","-2.28%"
